LS,FS,RS,Theta_d,vel_R,vel_L
0.6342,0.9933,0.5808,0.2383,7.0207,3.1486
0.5024,0.061,0.0101,0.0432,9.7682,-2.7118
0.5102,0.5201,0.8342,0.8985,1.9085,8.3469
0.2838,0.2474,0.6529,0.0526,9.5206,-0.1144
0.7525,0.5451,0.5449,0.178,7.6089,2.6209
0.0307,0.4501,0.1741,0.1059,0.0621,7.2579
0.1404,0.2369,0.025,0.7932,5.8832,1.365
0.2985,0.2453,0.9431,0.5914,3.7112,5.6806
0.3835,0.9203,0.9167,0.2071,3.4685,6.6073
0.87,0.7247,0.7627,0.0873,7.2773,2.3063
0.6515,0.6276,0.4061,0.4338,5.1399,4.9986
0.9254,0.3836,0.933,0.9384,0.9435,9.1324
0.3769,0.0431,0.6891,0.3141,6.1909,1.2819
0.8954,0.2936,0.7193,0.5038,0.7658,8.9225
0.0807,0.6044,0.0902,0.9617,-1.9077,9.8205
0.9526,0.3517,0.4342,0.6723,3.3169,6.6461
0.8395,0.4954,0.9774,0.4034,5.9237,4.3327
0.2396,0.1993,0.9105,0.0146,10.0083,-0.958
0.7508,0.4891,0.8638,0.2192,7.4553,2.7991
0.7627,0.266,0.3471,0.9422,0.0925,9.4336
0.9193,0.7186,0.2439,0.1692,8.2666,1.116
0.1027,0.7433,0.3462,0.9391,-1.3795,9.5313
0.9896,0.0893,0.6938,0.6867,1.6542,6.353
0.9591,0.9844,0.1648,0.6289,4.4225,4.3354
0.6431,0.213,0.1711,0.8161,6.6246,2.1897
0.1153,0.119,0.493,0.5059,-0.1282,8.4113
0.6524,0.1596,0.0848,0.3307,6.1222,1.8357
0.5901,0.0413,0.4328,0.6808,1.3371,6.1142
0.7697,0.7066,0.3242,0.8271,6.9314,2.9127
0.8577,0.6147,0.4631,0.4833,6.6054,3.6326
0.3178,0.6316,0.6757,0.6511,3.3942,6.4191
0.8033,0.4913,0.3431,0.7516,6.1974,3.7308
0.3026,0.6649,0.0625,0.5424,2.2342,5.4704
0.3299,0.956,0.4084,0.2642,3.8386,6.0321
0.4788,0.0593,0.8245,0.079,9.2984,-1.6318
0.6145,0.701,0.4504,0.4851,6.8005,3.423
1.0,0.4953,0.1394,0.0289,9.908,-1.385
0.8557,0.7513,0.2451,0.3748,6.0471,3.3427
0.3852,0.3164,0.4687,0.6429,3.4712,6.3359
0.6771,0.1296,0.8722,0.4407,4.358,4.0686
0.6082,0.0381,0.5445,0.2082,7.5771,-0.1659
0.5315,0.625,0.7447,0.9088,1.904,8.3391
0.0446,0.6364,0.9907,0.9106,-1.6631,9.1544
0.2225,0.826,0.2962,0.8273,1.0033,8.2265
0.8118,0.4159,0.4781,0.8925,1.5436,8.6184
0.744,0.7853,0.8458,0.3012,4.3001,5.1625
0.0559,0.9793,0.5009,0.3229,3.134,4.4927
0.3075,0.3683,0.7267,0.3605,4.7335,5.0285
0.9621,0.6577,0.2419,0.5594,3.3304,6.0378
0.0876,0.5189,0.2347,0.294,2.9717,5.017
0.0619,0.1271,0.1407,0.7936,0.0495,7.648
0.1656,0.6617,0.0639,0.5003,8.4163,-0.6952
0.8943,0.1851,0.9192,0.4446,4.6419,4.2925
0.1227,0.0936,0.1073,0.0623,9.5178,-1.4635
0.0423,0.7273,0.2166,0.5202,1.8602,5.6024
0.0917,0.259,0.2198,0.235,2.257,5.7768
0.4175,0.5456,0.2546,0.6492,4.9835,4.4699
0.8275,0.1077,0.1045,0.8069,6.3394,1.8309
0.3309,0.2414,0.7682,0.5259,3.6095,5.7557
0.7474,0.6763,0.5959,0.8807,6.9188,3.2145
0.7078,0.0864,0.9077,0.9191,-1.3034,9.2787
0.9376,0.7294,0.3202,0.4859,6.9593,2.8663
0.6891,0.8983,0.8349,0.6488,3.9445,5.835
0.5827,0.1947,0.4211,0.0605,9.4948,-0.4815
0.4243,0.4766,0.4107,0.9924,8.4048,1.7449
0.5681,0.229,0.8619,0.4908,7.6942,1.5827
0.2602,0.7294,0.9877,0.2209,3.1064,6.3828
0.6995,0.7054,0.8978,0.2756,4.2404,5.4857
0.1727,0.97,0.7706,0.0961,1.179,7.6487
0.4368,0.3087,0.8929,0.9195,0.6428,9.1254
0.8164,0.6787,0.2713,0.7739,6.3423,3.2167
0.0481,0.4356,0.4501,0.3287,3.158,4.3753
0.3375,0.5799,0.0286,0.1172,8.7761,-1.4828
0.6245,0.2634,0.9037,0.0108,9.9377,-0.428
0.2057,0.8464,0.7226,0.4846,3.8366,5.2649
0.4748,0.2133,0.2353,0.9789,-0.7525,9.9125
0.6324,0.9104,0.2902,0.2591,7.3192,2.3506
0.4102,0.6033,0.5081,0.8227,2.1478,8.0009
0.4774,0.1704,0.7284,0.1272,8.738,0.0702
0.6628,0.5621,0.8246,0.7396,3.2884,6.9167
0.0589,0.7486,0.6122,0.9468,-1.9691,9.6317
0.1199,0.7244,0.2276,0.8279,0.1607,8.1696
0.718,0.3009,0.4365,0.3856,6.0316,3.6966
0.9023,0.2491,0.8889,0.9894,-0.5496,9.9671
0.3129,0.6316,0.8528,0.6887,2.9959,6.7938
0.2706,0.4096,0.7942,0.6328,3.3821,6.1728
0.7347,0.6511,0.2693,0.013,9.9023,-0.3557
0.6727,0.2617,0.7839,0.1978,7.9579,1.5415
0.2319,0.3623,0.2301,0.5483,3.2728,6.0123
0.0326,0.0136,0.5442,0.8697,-1.4786,8.5812
0.958,0.303,0.8951,0.5665,4.7913,4.9481
0.7112,0.5697,0.9884,0.3808,5.9911,4.2007
0.2846,0.019,0.8359,0.3555,5.5422,1.6291
0.2255,0.3869,0.0753,0.4489,4.1812,3.6701
0.5204,0.9636,0.1395,0.5374,2.7637,5.7604
0.5484,0.1653,0.259,0.7402,1.5773,7.1858
0.5894,0.0304,0.233,0.0855,9.2003,-1.8844
0.8293,0.6376,0.6006,0.0565,8.2562,1.8648
0.8873,0.9269,0.974,0.5854,3.7448,4.5116
0.984,0.1766,0.2546,0.8018,0.9458,7.9157
0.5395,0.562,0.6711,0.5904,4.4143,5.8216
0.5169,0.642,0.7221,0.9783,1.2935,8.9588
0.5379,0.9754,0.8675,0.816,2.6514,7.5855
0.9151,0.1797,0.7429,0.9345,-0.5583,9.4465
0.8843,0.6029,0.4899,0.3452,6.4105,3.8449
0.6592,0.872,0.6385,0.4156,5.5787,4.4224
0.7177,0.7821,0.1635,0.5098,6.6361,2.1106
0.1889,0.437,0.8768,0.0051,0.2609,8.7052
0.5029,0.7817,0.0129,0.9718,8.2658,-1.1735
0.2302,0.7913,0.5982,0.8245,1.0902,8.1959
0.6708,0.6511,0.4121,0.3033,6.8589,3.295
0.1374,0.2557,0.189,0.6652,2.2698,6.2338
0.8173,0.0583,0.8225,0.244,7.1552,0.5002
0.9539,0.8019,0.3266,0.152,8.3835,1.4718
0.4876,0.2323,0.5596,0.8055,1.313,7.9876
0.6494,0.8187,0.199,0.4966,9.0548,-0.0065
0.7428,0.7936,0.5873,0.0591,8.3107,1.8442
0.3668,0.4303,0.8488,0.0588,2.0013,8.0182
0.8794,0.3401,0.2627,0.9737,8.4476,1.0581
0.4156,0.5483,0.8582,0.9161,1.3289,8.8321
0.6991,0.4361,0.8169,0.5442,4.8246,5.3775
0.3965,0.4674,0.4145,0.33,4.6418,5.472
0.7773,0.018,0.1661,0.1884,7.8015,-0.6426
0.2815,0.6659,0.2916,0.1773,2.7532,6.8663
0.7301,0.8634,0.082,0.8598,6.9402,0.987
0.6468,0.238,0.9231,0.6867,2.6431,6.6985
0.4838,0.1291,0.3799,0.1404,8.566,-0.1435
0.5992,0.8521,0.1224,0.532,2.6541,5.7018
0.3962,0.6907,0.7094,0.875,1.6025,8.5104
0.8904,0.6316,0.2107,0.6426,4.7648,4.3757
0.1545,0.958,0.0923,0.029,9.9348,-1.8948
0.8458,0.1823,0.8746,0.358,6.0878,2.823
0.2769,0.2319,0.9899,0.4617,5.1388,4.1596
0.1529,0.9493,0.5971,0.692,2.0561,6.5942
0.4809,0.4964,0.9484,0.497,2.7312,7.5201
0.2453,0.7064,0.7291,0.7795,1.6821,7.7097
0.9243,0.7014,0.7682,0.3461,5.8192,3.8967
0.9974,0.2473,0.6188,0.4128,5.6426,3.7625
0.7951,0.9561,0.2669,0.8391,7.0244,2.5079
0.8375,0.099,0.0556,0.6431,4.0449,3.5777
0.1987,0.925,0.0991,0.7256,5.3093,2.8045
0.772,0.3459,0.1485,0.4674,5.0656,3.5436
0.868,0.577,0.4597,0.3736,6.2028,4.0321
0.7445,0.8207,0.0886,0.2676,6.9306,1.0694
0.1606,0.0797,0.728,0.3754,5.5368,2.3647
0.3455,0.4553,0.553,0.4894,3.7025,6.2359
0.9514,0.729,0.2163,0.7329,5.7882,3.3954
0.4413,0.2007,0.5599,0.3112,6.6624,2.4002
0.705,0.18,0.49,0.1014,9.0361,-0.1448
0.2239,0.0701,0.8349,0.0032,10.2749,-2.4832
0.7097,0.2477,0.7874,0.1242,8.7503,0.6579
0.9577,0.9053,0.7977,0.8583,5.7808,3.2941
0.9883,0.9776,0.7601,0.1109,6.8908,2.4641
0.0526,0.2703,0.4002,0.9069,-1.5227,9.1104
0.0346,0.7706,0.1672,0.1262,0.3711,6.9971
0.1266,0.196,0.7416,0.8597,-0.1654,8.5623
0.1477,0.176,0.0103,0.9579,8.0727,-1.0133
0.3625,0.1464,0.5619,0.5642,4.189,4.4008
0.4278,0.09,0.5405,0.059,9.5593,-1.544
0.4796,0.1669,0.8766,0.2185,7.6733,1.1041
0.3402,0.6604,0.047,0.0654,9.4733,-1.9533
0.6932,0.896,0.3043,0.475,5.9216,3.824
0.4143,0.9977,0.6469,0.2403,3.862,6.296
0.3872,0.7013,0.4004,0.2923,4.2735,5.8137
0.3783,0.4256,0.4381,0.907,1.207,8.8525
0.7364,0.5177,0.1838,0.8093,6.5734,2.3497
0.5479,0.227,0.4051,0.886,0.3914,8.8711
0.0924,0.9974,0.8578,0.238,2.3,5.741
0.2047,0.8956,0.3821,0.7262,2.0067,7.0866
0.0094,0.5713,0.1268,0.4174,4.1021,2.945
0.6712,0.5131,0.9784,0.3047,6.7007,3.5536
0.4148,0.382,0.2952,0.18,8.1315,1.566
0.9128,0.2361,0.5706,0.736,2.0958,7.2324
0.5114,0.8053,0.4901,0.4999,9.211,1.0444
0.8517,0.0094,0.5656,0.9031,-1.9832,9.0304
0.0592,0.3133,0.9588,0.2874,2.6949,4.9707
0.8113,0.7,0.1078,0.2066,7.7315,0.4736
0.2833,0.5947,0.6671,0.4488,5.9069,3.7239
0.3295,0.1037,0.2136,0.5384,3.5202,4.6418
0.4778,0.347,0.7714,0.6397,3.6162,6.3284
0.9147,0.8036,0.5975,0.5062,6.4633,3.6659
0.8107,0.5246,0.9361,0.0907,8.375,1.8732
0.7371,0.3917,0.765,0.5323,4.4364,5.6641
0.4782,0.5751,0.3829,0.9538,8.1092,1.9647
0.841,0.326,0.3082,0.2588,7.3248,2.4414
0.9128,0.5551,0.8691,0.2138,7.2966,2.9198
0.1197,0.7754,0.317,0.8958,-0.6712,8.9994
0.973,0.0466,0.5186,0.8857,-1.3125,8.8284
0.1319,0.0401,0.1724,0.7201,0.8065,6.6294
0.1389,0.2787,0.8238,0.3523,3.986,4.532
0.5939,0.108,0.7987,0.8369,-0.0594,8.2665
0.4201,0.4126,0.7067,0.6162,4.027,6.1278
0.1197,0.4914,0.8799,0.2151,2.2093,6.119
0.8933,0.5286,0.4683,0.6918,5.6873,4.5558
0.0866,0.8869,0.1457,0.6243,2.4206,5.5569
0.3459,0.3441,0.3495,0.9686,0.4007,9.5316
0.8997,0.4776,0.6915,0.4806,6.3582,3.8921
0.7472,0.0934,0.8804,0.1066,8.9613,-0.909
0.8646,0.8923,0.8631,0.0089,6.5684,1.93
0.7505,0.4226,0.8162,0.0897,8.7608,1.4156
0.9144,0.895,0.8907,0.4513,4.3287,3.8928
0.3921,0.2506,0.9993,0.2466,7.4338,1.9928
0.2513,0.6316,0.9487,0.5344,4.0932,5.3385
0.907,0.3636,0.5978,0.9462,0.7459,9.2623
0.1613,0.3207,0.6208,0.7852,1.0206,7.7066
0.743,0.7471,0.6569,0.4442,5.3368,4.5914
0.4286,0.7051,0.8013,0.2712,4.1712,6.0176
0.8305,0.1804,0.536,0.8418,0.5156,8.3788
0.5156,0.0367,0.0557,0.0021,10.3134,-2.9185
0.0779,0.5021,0.8519,0.8816,-0.9191,8.8001
0.917,0.1224,0.7611,0.5732,4.1164,4.2395
0.0593,0.4881,0.978,0.4641,4.7805,2.8862
0.0367,0.7391,0.3645,0.3465,3.318,4.0769
0.3419,0.0637,0.9784,0.8922,-1.2075,8.9255
0.1675,0.2716,0.5324,0.9482,-0.831,9.6135
0.6971,0.9079,0.0026,0.7844,5.6713,1.2866
0.1186,0.9043,0.1214,0.4198,4.7058,3.6111
0.7638,0.8541,0.8809,0.9115,2.3392,6.989
0.0389,0.3061,0.3409,0.4279,5.2971,2.1244
0.9137,0.4907,0.6458,0.6548,3.848,6.4073
0.3346,0.5404,0.0866,0.8992,7.4492,0.5283
0.4731,0.2813,0.1935,0.5444,3.0816,5.9225
0.791,0.1047,0.0369,0.5186,4.1522,3.2447
0.7517,0.614,0.7586,0.4172,5.6282,4.4549
0.0353,0.5764,0.682,0.0203,-1.0301,8.4075
0.2357,0.979,0.8269,0.6986,2.5004,6.8247
0.6737,0.4979,0.4231,0.6409,5.2294,4.948
0.4303,0.2633,0.5282,0.8016,1.5611,7.9486
0.7197,0.0764,0.2348,0.6812,1.622,6.2416
0.4321,0.5967,0.2253,0.9063,7.7191,1.5312
0.128,0.5699,0.5459,0.1066,0.9521,7.4592
0.5101,0.6926,0.5546,0.1978,3.6951,6.5603
0.4684,0.5031,0.5247,0.7578,2.9333,7.3097
0.3728,0.0289,0.9894,0.4266,3.7144,3.583
0.969,0.0819,0.6414,0.4435,4.1439,3.7823
0.7978,0.1213,0.1228,0.1795,8.0827,0.2609
0.9953,0.796,0.4841,0.8113,6.6785,3.5748
0.5744,0.8517,0.6294,0.1094,3.1105,7.072
0.9534,0.0597,0.5193,0.112,8.8719,-1.2001
0.9683,0.8153,0.8458,0.8213,2.8054,6.1249
0.4018,0.1697,0.5154,0.2569,7.2299,1.5721
0.3872,0.3696,0.1286,0.7752,6.0259,2.3915
0.4842,0.9387,0.1374,0.7835,6.1527,2.3508
0.5994,0.6376,0.7664,0.5518,4.9222,5.2029
0.7262,0.8763,0.0565,0.5919,3.3837,4.2501
0.6814,0.5839,0.1544,0.107,8.9729,-0.3093
0.6247,0.8373,0.7158,0.6989,3.6387,6.4106
0.4018,0.9884,0.033,0.0284,9.9641,-2.6154
0.1859,0.3669,0.8405,0.2567,3.1159,5.8257
0.6781,0.9999,0.5802,0.321,6.4106,3.7597
0.5349,0.055,0.2537,0.9427,-1.9615,9.5779
0.4734,0.197,0.7117,0.6807,2.4721,6.5607
0.0131,0.176,0.8912,0.7029,0.7871,6.3083
0.3741,0.8591,0.6578,0.7681,2.4933,7.5518
0.7062,0.5684,0.2454,0.9356,8.044,1.3477
0.7265,0.66,0.7999,0.9023,2.2892,7.6257
0.4666,0.0454,0.8987,0.558,3.5776,3.9239
0.6724,0.3521,0.5931,0.1542,8.3252,1.6399
0.6269,0.5124,0.485,0.7754,6.3778,3.8755
0.1609,0.5127,0.4395,0.248,2.8709,5.8522
0.4685,0.294,0.5799,0.7515,2.2641,7.4261
0.7004,0.5211,0.3578,0.8519,7.1711,2.8156
0.2199,0.9789,0.8758,0.8869,0.325,8.8853
0.8777,0.3184,0.3533,0.5223,3.6648,6.1516
0.1953,0.2511,0.7584,0.1085,1.4866,7.5318
0.985,0.6064,0.3705,0.7439,6.1415,3.8914
0.9091,0.5823,0.7298,0.673,3.8073,6.3589
0.2467,0.5664,0.6712,0.8044,1.4224,7.9787
0.6365,0.1166,0.1309,0.5772,4.0998,4.1966
0.4636,0.2069,0.4636,0.8757,0.3452,8.7655
0.0371,0.3943,0.6565,0.9392,-2.1296,9.5286
0.913,0.5686,0.9457,0.6999,3.596,6.5978
0.9461,0.9214,0.4684,0.1803,7.8373,2.4058
0.1406,0.85,0.5396,0.9606,-1.2449,9.7793
0.2552,0.0416,0.2441,0.8007,-0.2455,7.6999
0.3233,0.2293,0.5873,0.0032,10.0864,-0.8074
0.799,0.4794,0.3941,0.2447,7.4121,2.6945
0.4341,0.8263,0.3395,0.45,5.1666,4.7462
0.7061,0.3087,0.3951,0.884,1.0017,8.7665
0.4721,0.7527,0.0475,0.4826,5.9494,1.5767
0.6578,0.8966,0.0718,0.8142,6.3283,1.483
0.9157,0.0814,0.2956,0.7176,1.1997,6.7203
0.2132,0.3486,0.4607,0.4925,2.5216,6.6384
0.5252,0.2874,0.742,0.8656,1.049,8.6043
0.1935,0.9551,0.5575,0.4834,3.9344,5.0697
0.0979,0.528,0.7456,0.8893,-0.809,8.9095
0.7783,0.3356,0.6065,0.8595,1.414,8.4825
0.5514,0.6673,0.0785,0.5889,3.4823,4.4059
0.942,0.7177,0.0782,0.6446,4.1894,3.6947
0.3003,0.5926,0.4797,0.1556,2.6237,7.1015
0.812,0.3236,0.5244,0.6723,3.2059,6.6351
0.1282,0.6193,0.7923,0.3478,3.8764,4.5369
0.7998,0.8416,0.8007,0.5306,4.3673,4.6912
0.2007,0.882,0.6102,0.6967,2.3138,6.7488
0.5122,0.4589,0.0134,0.9797,8.3741,-1.2746
0.0633,0.359,0.8329,0.581,2.8114,4.9024
0.3085,0.9836,0.2161,0.158,8.3908,0.7907
0.5239,0.3766,0.8379,0.5504,4.8266,5.2268
0.1207,0.6153,0.0635,0.2395,7.2266,0.4893
0.9063,0.184,0.557,0.2137,7.7471,1.178
0.5421,0.7677,0.0873,0.0378,9.8263,-1.8407
0.2312,0.995,0.231,0.8266,6.85,2.4413
0.2463,0.2069,0.8449,0.1408,8.5833,0.5275
0.7214,0.9541,0.0482,0.7643,5.5933,1.9411
0.8521,0.8861,0.6619,0.5792,4.6492,5.2575
0.7788,0.7359,0.7979,0.9231,2.2556,7.2593
0.9991,0.7393,0.4361,0.3585,6.3491,3.853
0.0497,0.69,0.3609,0.7098,1.028,6.5248
0.7848,0.8146,0.9648,0.7287,3.3409,5.8345
0.893,0.6916,0.6288,0.0072,8.4347,1.6001
0.9613,0.8463,0.3898,0.1904,7.921,2.1734
0.4376,0.3879,0.7623,0.7233,2.9694,7.1198
0.1715,0.2659,0.9585,0.9989,-1.3812,10.1987
0.6148,0.3783,0.8313,0.5653,4.9517,5.1078
0.6667,0.2169,0.8705,0.567,4.5106,4.6771
0.2265,0.7784,0.5793,0.6731,2.7279,6.5316
0.3803,0.3839,0.7856,0.3504,4.8016,5.264
0.2559,0.403,0.2536,0.7999,6.5931,2.8541
0.767,0.8934,0.9591,0.4286,4.9537,4.3519
0.0241,0.4537,0.2419,0.8348,-0.8856,8.1225
0.3256,0.9231,0.9072,0.3723,4.8976,4.9527
0.2679,0.17,0.3269,0.15,8.4726,0.3315
0.103,0.6943,0.969,0.6791,1.854,6.3009
0.9227,0.9803,0.9565,0.3387,3.7854,4.0885
0.9764,0.0836,0.0016,0.6493,3.8048,3.1398
0.7884,0.9857,0.1384,0.0676,9.4438,-0.931
0.3492,0.7831,0.9583,0.1313,2.6137,7.3391
0.1144,0.5679,0.6311,0.7582,0.9672,7.3067
0.3392,0.679,0.2014,0.6518,4.8339,4.2338
0.3829,0.8307,0.6439,0.6162,3.9518,6.1221
0.4735,0.7849,0.2995,0.5385,3.5834,6.1366
0.3378,0.1454,0.2306,0.7759,1.005,7.5745
0.7685,0.0324,0.9172,0.3338,5.8897,1.4518
0.1606,0.6243,0.6574,0.2104,2.4275,6.2925
0.5664,0.6847,0.798,0.0946,2.9861,7.2119
0.9217,0.949,0.0397,0.9843,8.472,-1.0402
0.1553,0.1266,0.1822,0.2864,6.7923,1.6046
0.6692,0.9714,0.0502,0.9547,8.0961,-0.5371
0.6861,0.5586,0.3218,0.4826,6.5772,3.2556
0.2778,0.7346,0.1435,0.2431,7.3482,1.2138
0.4235,0.262,0.3036,0.9829,-0.3708,9.8723
0.4776,0.2956,0.5425,0.2118,7.8055,1.894
0.8803,0.061,0.9435,0.2943,6.5104,1.1768
0.735,0.5213,0.6351,0.6988,3.5413,6.7089
0.1184,0.0146,0.246,0.7221,0.54,6.5749
0.6409,0.1519,0.1361,0.5209,4.6559,3.8344
0.2069,0.0101,0.7607,0.8261,-0.9236,7.98
0.936,0.2056,0.2114,0.1234,8.7789,0.3216
0.1156,0.1206,0.6339,0.1077,0.8626,7.4236
0.1466,0.477,0.0519,0.3481,5.778,1.8015
0.6047,0.8846,0.6695,0.7352,3.3711,6.7396
0.1359,0.1271,0.049,0.5734,2.1321,5.4125
0.2003,0.95,0.7673,0.9661,-0.7282,9.7866
0.7671,0.0223,0.7494,0.6022,2.2306,4.9827
0.8205,0.064,0.8193,0.303,6.4074,1.3147
0.4621,0.577,0.3388,0.5834,4.5454,5.3643
0.9969,0.2156,0.4255,0.8172,1.065,8.1135
0.5339,0.7029,0.5615,0.0508,2.5752,7.6658
0.3611,0.3303,0.515,0.0136,9.7471,0.1257
0.053,0.6311,0.2933,0.1758,1.1933,6.3995
0.0019,0.957,0.251,0.5681,3.3785,3.5702
0.4838,0.1916,0.3888,0.1396,8.598,0.3907
0.9437,0.6271,0.7537,0.7138,3.5357,6.5054
0.3073,0.283,0.1941,0.0187,9.9705,-0.9612
0.9107,0.1877,0.5253,0.7256,1.9017,7.0542
0.1132,0.3096,0.8363,0.2741,2.8892,5.3723
0.4555,0.189,0.0373,0.5898,3.2314,4.1706
0.2393,0.5347,0.9651,0.1606,2.3474,7.0024
0.4572,0.9591,0.7509,0.4639,5.7493,4.4825
0.9144,0.797,0.8423,0.6439,3.7723,5.3077
0.0109,0.3224,0.6885,0.4705,4.1777,2.889
0.856,0.0093,0.2061,0.4201,4.6168,2.4293
0.6807,0.8779,0.9381,0.9767,1.8425,7.9791
0.4161,0.3873,0.9535,0.9551,0.8106,9.2765
0.9757,0.9837,0.2391,0.2976,6.8727,2.476
0.3911,0.6799,0.4713,0.5138,3.0859,7.0125
0.0829,0.4257,0.1362,0.9983,-2.3457,10.2821
0.5386,0.7529,0.5412,0.2655,4.263,5.9729
0.2759,0.1689,0.3818,0.2414,7.4089,1.3859
0.0827,0.8226,0.1599,0.6185,2.4664,5.468
0.225,0.1369,0.9909,0.6533,2.409,6.0895
0.676,0.3631,0.5246,0.8084,2.059,7.9472
0.8516,0.435,0.7789,0.2947,6.9126,3.2874
0.3049,0.3891,0.7053,0.2663,3.7701,5.9786
0.1726,0.8576,0.2863,0.2599,3.0777,5.749
0.3958,0.723,0.223,0.8201,6.7673,2.4665
0.2262,0.8563,0.419,0.7615,1.7542,7.5022
0.23,0.7617,0.1402,0.3862,5.6292,2.9011
0.9781,0.8684,0.539,0.4862,6.746,3.4899
0.3983,0.7141,0.4268,0.8753,1.6105,8.5075
0.2187,0.0521,0.824,0.6068,2.396,5.1855
0.4824,0.7766,0.79,0.2072,3.7239,6.5284
0.3841,0.8156,0.8469,0.1846,3.2603,6.8166
0.7697,0.8959,0.5496,0.2815,6.7944,3.4292
0.5126,0.8893,0.5932,0.0932,2.8559,7.3984
0.7127,0.9739,0.5505,0.8506,6.8445,3.3781
0.2746,0.6804,0.9464,0.8204,1.435,8.1445
0.4901,0.3191,0.6998,0.3252,6.6603,3.1602
0.1442,0.3074,0.5816,0.7778,0.9725,7.5957
0.9803,0.2037,0.1036,0.1401,8.5506,-0.3896
0.7633,0.8909,0.3954,0.4019,5.9612,4.1496
0.8363,0.0164,0.8423,0.907,-1.9502,9.0887
0.4192,0.668,0.4573,0.022,1.9135,8.2558
0.9596,0.3819,0.536,0.8691,1.582,8.4888
0.3432,0.5587,0.0003,0.6129,3.2942,3.633
0.3938,0.5041,0.9661,0.9981,0.4524,9.6532
0.2462,0.495,0.0639,0.351,5.787,1.934
0.3565,0.0303,0.9059,0.0586,9.5605,-2.2456
0.2863,0.6751,0.9738,0.4895,3.4612,6.186
0.8023,0.1374,0.2534,0.2152,7.6725,0.8311
0.5061,0.6029,0.0094,0.4193,4.628,2.4191
0.6212,0.0731,0.7407,0.1849,7.9479,-0.1212
0.304,0.3276,0.068,0.6638,4.3811,3.3871
0.8378,0.5391,0.5663,0.9038,1.9699,8.266
0.5581,0.2786,0.1737,0.6167,4.3203,4.5166
0.6162,0.5126,0.672,0.9481,1.5175,8.7368
0.4574,0.3416,0.7699,0.4324,5.0304,4.8916
0.2162,0.7617,0.5678,0.0322,0.7833,8.3993
0.2708,0.439,0.1118,0.2098,7.6991,0.5481
0.101,0.935,0.5262,0.1081,0.7437,7.3896
0.9451,0.5013,0.8704,0.6941,3.5438,6.7126
0.5204,0.9789,0.1732,0.658,4.7969,4.0359
0.0693,0.2073,0.7467,0.4827,3.3463,4.4362
0.1456,0.1696,0.9034,0.5363,3.6765,4.905
0.5532,0.863,0.6315,0.8615,2.3406,7.8779
0.1082,0.2633,0.2997,0.1,0.7054,7.5039
0.9138,0.2186,0.9032,0.9768,-0.6819,9.8829
0.5564,0.1891,0.5343,0.9018,-0.0991,9.0673
0.7341,0.7864,0.6605,0.61,4.8558,5.057
0.6692,0.0373,0.0453,0.7959,-0.2249,7.627
0.5105,0.7119,0.8756,0.0988,2.8958,7.3596
0.4815,0.3289,0.3961,0.5023,0.6135,9.2521
0.4282,0.5716,0.3745,0.7784,6.4686,3.5775
0.9466,0.0117,0.807,0.343,5.6807,1.3962
0.6115,0.1793,0.292,0.084,9.2361,-0.351
0.8717,0.5421,0.5746,0.9685,1.4774,8.7555
0.9468,0.8761,0.3962,0.2677,7.1978,2.915
0.3275,0.8607,0.9653,0.709,2.8581,7.0014
0.947,0.0591,0.4403,0.6145,2.3474,5.3172
0.3206,0.5793,0.2453,0.965,8.3619,1.0298
0.246,0.4547,0.1276,0.6678,4.7204,3.6868
0.6644,0.5249,0.3372,0.304,6.877,3.0266
0.4766,0.0527,0.4461,0.1346,8.5707,-0.982
0.6848,0.3051,0.7683,0.8605,1.2168,8.533
0.112,0.1776,0.0486,0.8151,6.262,1.2775
0.2419,0.2187,0.8688,0.8422,0.8106,8.3905
0.4775,0.3499,0.0738,0.6705,4.4973,3.3376
0.9874,0.2374,0.7857,0.5727,4.6121,4.7253
0.3196,0.2809,0.8077,0.7135,2.5877,7.0287
0.6444,0.0451,0.9983,0.2302,7.303,0.1944
0.5874,0.6161,0.6349,0.7501,3.2449,6.9099
0.6527,0.5807,0.0536,0.9553,8.1095,-0.5105
0.9633,0.3029,0.5187,0.0146,9.809,-0.0705
0.2152,0.5357,0.0209,0.6972,4.5706,2.6253
0.1349,0.4011,0.4497,0.8514,0.0113,8.4677
0.9414,0.6311,0.5076,0.1679,7.8208,2.4346
0.007,0.9801,0.5873,0.8292,-1.0012,8.0166
0.2646,0.3616,0.9224,0.0866,1.7065,7.8105
0.137,0.689,0.1245,0.8592,7.0345,1.3419
0.7601,0.0623,0.1589,0.6735,1.6078,6.0947
0.6541,0.8764,0.5237,0.2873,6.8164,3.4329
0.1304,0.4107,0.0595,0.6607,4.2954,3.3734
0.8278,0.1286,0.2895,0.247,7.2748,1.1427
0.6081,0.5781,0.3875,0.0111,9.5935,0.4947
0.9816,0.1126,0.1641,0.6054,2.8321,5.4233
0.6561,0.0516,0.7932,0.9654,-2.2993,9.8747
0.0366,0.3166,0.7611,0.4405,5.2009,2.1919
0.0727,0.7521,0.315,0.0886,0.2427,7.5799
0.9727,0.2229,0.3315,0.7138,2.2589,6.974
0.1366,0.7557,0.0477,0.7627,5.571,1.9582
0.5521,0.7269,0.5149,0.2326,7.2762,2.9772
0.4581,0.258,0.9944,0.3141,6.7193,2.7566
0.8523,0.6377,0.1151,0.1259,8.7338,-0.4527
